Temperature - (Celsius), Year, Statistics, Country, ISO3
15.26, 1995, Jun Average, Australia, AUS
14.4776, 1995, Jul Average, Australia, AUS
16.919, 1995, Aug Average, Australia, AUS
20.1211, 1995, Sep Average, Australia, AUS
22.4124, 1995, Oct Average, Australia, AUS
25.5908, 1995, Nov Average, Australia, AUS
26.5282, 1995, Dec Average, Australia, AUS
27.9174, 1996, Jan Average, Australia, AUS
27.4699, 1996, Feb Average, Australia, AUS
25.5502, 1996, Mar Average, Australia, AUS
21.6897, 1996, Apr Average, Australia, AUS
18.2965, 1996, May Average, Australia, AUS
16.9452, 1996, Jun Average, Australia, AUS
14.9305, 1996, Jul Average, Australia, AUS
16.4164, 1996, Aug Average, Australia, AUS
19.5699, 1996, Sep Average, Australia, AUS
23.0588, 1996, Oct Average, Australia, AUS
25.1612, 1996, Nov Average, Australia, AUS
26.9685, 1996, Dec Average, Australia, AUS
27.4049, 1997, Jan Average, Australia, AUS
28.0478, 1997, Feb Average, Australia, AUS
24.6727, 1997, Mar Average, Australia, AUS
21.9664, 1997, Apr Average, Australia, AUS
17.7522, 1997, May Average, Australia, AUS
14.8343, 1997, Jun Average, Australia, AUS
13.4881, 1997, Jul Average, Australia, AUS
15.6403, 1997, Aug Average, Australia, AUS
20.0873, 1997, Sep Average, Australia, AUS
23.0519, 1997, Oct Average, Australia, AUS
25.8696, 1997, Nov Average, Australia, AUS
27.9143, 1997, Dec Average, Australia, AUS
28.644, 1998, Jan Average, Australia, AUS
28.4538, 1998, Feb Average, Australia, AUS
26.5978, 1998, Mar Average, Australia, AUS
22.292, 1998, Apr Average, Australia, AUS
19.1768, 1998, May Average, Australia, AUS
15.4407, 1998, Jun Average, Australia, AUS
14.3071, 1998, Jul Average, Australia, AUS
17.2443, 1998, Aug Average, Australia, AUS
20.1772, 1998, Sep Average, Australia, AUS
23.1524, 1998, Oct Average, Australia, AUS
25.2313, 1998, Nov Average, Australia, AUS
27.0559, 1998, Dec Average, Australia, AUS
29.0046, 1999, Jan Average, Australia, AUS
27.1632, 1999, Feb Average, Australia, AUS
25.8685, 1999, Mar Average, Australia, AUS
20.8842, 1999, Apr Average, Australia, AUS
18.9017, 1999, May Average, Australia, AUS
15.3187, 1999, Jun Average, Australia, AUS
14.7157, 1999, Jul Average, Australia, AUS
16.5408, 1999, Aug Average, Australia, AUS
20.286, 1999, Sep Average, Australia, AUS
23.0679, 1999, Oct Average, Australia, AUS
23.6742, 1999, Nov Average, Australia, AUS
25.8806, 1999, Dec Average, Australia, AUS
26.9125, 2000, Jan Average, Australia, AUS
27.1508, 2000, Feb Average, Australia, AUS
25.2061, 2000, Mar Average, Australia, AUS
21.6773, 2000, Apr Average, Australia, AUS
16.6272, 2000, May Average, Australia, AUS
14.0938, 2000, Jun Average, Australia, AUS
14.7065, 2000, Jul Average, Australia, AUS
15.6945, 2000, Aug Average, Australia, AUS
20.6112, 2000, Sep Average, Australia, AUS
22.0677, 2000, Oct Average, Australia, AUS
25.3575, 2000, Nov Average, Australia, AUS
26.9409, 2000, Dec Average, Australia, AUS
29.0295, 2001, Jan Average, Australia, AUS
27.476, 2001, Feb Average, Australia, AUS
24.5815, 2001, Mar Average, Australia, AUS
21.971, 2001, Apr Average, Australia, AUS
17.4261, 2001, May Average, Australia, AUS
15.585, 2001, Jun Average, Australia, AUS
14.3675, 2001, Jul Average, Australia, AUS
15.7516, 2001, Aug Average, Australia, AUS
19.7582, 2001, Sep Average, Australia, AUS
21.1909, 2001, Oct Average, Australia, AUS
24.4735, 2001, Nov Average, Australia, AUS
26.0967, 2001, Dec Average, Australia, AUS
27.6223, 2002, Jan Average, Australia, AUS
26.3276, 2002, Feb Average, Australia, AUS
25.648, 2002, Mar Average, Australia, AUS
23.5724, 2002, Apr Average, Australia, AUS
19.1452, 2002, May Average, Australia, AUS
15.2271, 2002, Jun Average, Australia, AUS
14.4791, 2002, Jul Average, Australia, AUS
15.9424, 2002, Aug Average, Australia, AUS
19.8917, 2002, Sep Average, Australia, AUS
23.3329, 2002, Oct Average, Australia, AUS
26.5885, 2002, Nov Average, Australia, AUS
27.7587, 2002, Dec Average, Australia, AUS
28.5896, 2003, Jan Average, Australia, AUS
28.0535, 2003, Feb Average, Australia, AUS
24.9951, 2003, Mar Average, Australia, AUS
22.6592, 2003, Apr Average, Australia, AUS
18.8473, 2003, May Average, Australia, AUS
15.6438, 2003, Jun Average, Australia, AUS
14.8848, 2003, Jul Average, Australia, AUS
16.1982, 2003, Aug Average, Australia, AUS
20.0326, 2003, Sep Average, Australia, AUS
21.926, 2003, Oct Average, Australia, AUS
25.8132, 2003, Nov Average, Australia, AUS
27.9301, 2003, Dec Average, Australia, AUS
28.2604, 2004, Jan Average, Australia, AUS
28.041, 2004, Feb Average, Australia, AUS
25.5965, 2004, Mar Average, Australia, AUS
22.8239, 2004, Apr Average, Australia, AUS
17.7738, 2004, May Average, Australia, AUS
15.5725, 2004, Jun Average, Australia, AUS
14.3299, 2004, Jul Average, Australia, AUS
15.6069, 2004, Aug Average, Australia, AUS
18.7627, 2004, Sep Average, Australia, AUS
24.1704, 2004, Oct Average, Australia, AUS
25.4206, 2004, Nov Average, Australia, AUS
27.4068, 2004, Dec Average, Australia, AUS
28.2958, 2005, Jan Average, Australia, AUS
27.7587, 2005, Feb Average, Australia, AUS
26.4619, 2005, Mar Average, Australia, AUS
24.3568, 2005, Apr Average, Australia, AUS
19.1301, 2005, May Average, Australia, AUS
15.8177, 2005, Jun Average, Australia, AUS
15.0296, 2005, Jul Average, Australia, AUS
16.0535, 2005, Aug Average, Australia, AUS
19.9697, 2005, Sep Average, Australia, AUS
23.5146, 2005, Oct Average, Australia, AUS
25.8671, 2005, Nov Average, Australia, AUS
27.8167, 2005, Dec Average, Australia, AUS
28.972, 2006, Jan Average, Australia, AUS
27.6461, 2006, Feb Average, Australia, AUS
26.0453, 2006, Mar Average, Australia, AUS
21.1194, 2006, Apr Average, Australia, AUS
16.9052, 2006, May Average, Australia, AUS
13.8069, 2006, Jun Average, Australia, AUS
13.9996, 2006, Jul Average, Australia, AUS
16.6777, 2006, Aug Average, Australia, AUS
20.1605, 2006, Sep Average, Australia, AUS
23.8873, 2006, Oct Average, Australia, AUS
26.648, 2006, Nov Average, Australia, AUS
27.0462, 2006, Dec Average, Australia, AUS
27.8036, 2007, Jan Average, Australia, AUS
28.6834, 2007, Feb Average, Australia, AUS
25.9193, 2007, Mar Average, Australia, AUS
22.7155, 2007, Apr Average, Australia, AUS
19.5421, 2007, May Average, Australia, AUS
13.4035, 2007, Jun Average, Australia, AUS
14.281, 2007, Jul Average, Australia, AUS
16.6781, 2007, Aug Average, Australia, AUS
20.1141, 2007, Sep Average, Australia, AUS
23.7394, 2007, Oct Average, Australia, AUS
25.7392, 2007, Nov Average, Australia, AUS
26.9396, 2007, Dec Average, Australia, AUS
28.9641, 2008, Jan Average, Australia, AUS
26.6182, 2008, Feb Average, Australia, AUS
25.7828, 2008, Mar Average, Australia, AUS
21.3636, 2008, Apr Average, Australia, AUS
18.1799, 2008, May Average, Australia, AUS
15.7838, 2008, Jun Average, Australia, AUS
14.2569, 2008, Jul Average, Australia, AUS
14.797, 2008, Aug Average, Australia, AUS
20.2138, 2008, Sep Average, Australia, AUS
23.9987, 2008, Oct Average, Australia, AUS
24.9864, 2008, Nov Average, Australia, AUS
27.0258, 2008, Dec Average, Australia, AUS
28.2459, 2009, Jan Average, Australia, AUS
27.5856, 2009, Feb Average, Australia, AUS
25.7929, 2009, Mar Average, Australia, AUS
22.3415, 2009, Apr Average, Australia, AUS
17.7504, 2009, May Average, Australia, AUS
15.4784, 2009, Jun Average, Australia, AUS
14.722, 2009, Jul Average, Australia, AUS
17.7415, 2009, Aug Average, Australia, AUS
20.0771, 2009, Sep Average, Australia, AUS
22.7646, 2009, Oct Average, Australia, AUS
26.7958, 2009, Nov Average, Australia, AUS
27.7926, 2009, Dec Average, Australia, AUS
28.4772, 2010, Jan Average, Australia, AUS
27.8996, 2010, Feb Average, Australia, AUS
25.614, 2010, Mar Average, Australia, AUS
23.1362, 2010, Apr Average, Australia, AUS
18.089, 2010, May Average, Australia, AUS
15.0195, 2010, Jun Average, Australia, AUS
14.6815, 2010, Jul Average, Australia, AUS
15.553, 2010, Aug Average, Australia, AUS
18.8901, 2010, Sep Average, Australia, AUS
21.9421, 2010, Oct Average, Australia, AUS
24.5987, 2010, Nov Average, Australia, AUS
26.3258, 2010, Dec Average, Australia, AUS
28.6973, 2011, Jan Average, Australia, AUS
27.0687, 2011, Feb Average, Australia, AUS
24.471, 2011, Mar Average, Australia, AUS
21.2642, 2011, Apr Average, Australia, AUS
16.5332, 2011, May Average, Australia, AUS
14.2911, 2011, Jun Average, Australia, AUS
14.5596, 2011, Jul Average, Australia, AUS
16.7487, 2011, Aug Average, Australia, AUS
19.1151, 2011, Sep Average, Australia, AUS
22.8282, 2011, Oct Average, Australia, AUS
25.4111, 2011, Nov Average, Australia, AUS
26.5171, 2011, Dec Average, Australia, AUS
27.8721, 2012, Jan Average, Australia, AUS
26.7473, 2012, Feb Average, Australia, AUS
24.3011, 2012, Mar Average, Australia, AUS
21.8773, 2012, Apr Average, Australia, AUS
17.2826, 2012, May Average, Australia, AUS
14.3544, 2012, Jun Average, Australia, AUS
13.5886, 2012, Jul Average, Australia, AUS
16.0686, 2012, Aug Average, Australia, AUS
20.0223, 2012, Sep Average, Australia, AUS
23.2514, 2012, Oct Average, Australia, AUS
26.4681, 2012, Nov Average, Australia, AUS
27.9791, 2012, Dec Average, Australia, AUS
29.4761, 2013, Jan Average, Australia, AUS
27.869, 2013, Feb Average, Australia, AUS
26.0435, 2013, Mar Average, Australia, AUS
22.962, 2013, Apr Average, Australia, AUS
18.8748, 2013, May Average, Australia, AUS
15.5021, 2013, Jun Average, Australia, AUS
15.3706, 2013, Jul Average, Australia, AUS
17.3374, 2013, Aug Average, Australia, AUS
21.4029, 2013, Sep Average, Australia, AUS
23.8622, 2013, Oct Average, Australia, AUS
25.6591, 2013, Nov Average, Australia, AUS
27.5784, 2013, Dec Average, Australia, AUS
28.8017, 2014, Jan Average, Australia, AUS
27.3039, 2014, Feb Average, Australia, AUS
26.1565, 2014, Mar Average, Australia, AUS
22.9487, 2014, Apr Average, Australia, AUS
19.5503, 2014, May Average, Australia, AUS
15.3384, 2014, Jun Average, Australia, AUS
14.3826, 2014, Jul Average, Australia, AUS
15.8921, 2014, Aug Average, Australia, AUS
20.2009, 2014, Sep Average, Australia, AUS
24.411, 2014, Oct Average, Australia, AUS
26.891, 2014, Nov Average, Australia, AUS
27.8269, 2014, Dec Average, Australia, AUS
27.8351, 2015, Jan Average, Australia, AUS
28.8897, 2015, Feb Average, Australia, AUS
26.1132, 2015, Mar Average, Australia, AUS
21.2017, 2015, Apr Average, Australia, AUS
17.6659, 2015, May Average, Australia, AUS
16.096, 2015, Jun Average, Australia, AUS
14.3975, 2015, Jul Average, Australia, AUS
16.3706, 2015, Aug Average, Australia, AUS
19.1778, 2015, Sep Average, Australia, AUS
24.8664, 2015, Oct Average, Australia, AUS
26.9433, 2015, Nov Average, Australia, AUS
27.9971, 2015, Dec Average, Australia, AUS
28.3713, 2016, Jan Average, Australia, AUS
28.306, 2016, Feb Average, Australia, AUS
27.0285, 2016, Mar Average, Australia, AUS
23.8023, 2016, Apr Average, Australia, AUS
19.6843, 2016, May Average, Australia, AUS
16.0292, 2016, Jun Average, Australia, AUS
14.8634, 2016, Jul Average, Australia, AUS
16.1341, 2016, Aug Average, Australia, AUS
18.8, 2016, Sep Average, Australia, AUS
22.0308, 2016, Oct Average, Australia, AUS
25.7045, 2016, Nov Average, Australia, AUS
27.5676, 2016, Dec Average, Australia, AUS
