Temperature - (Celsius), Year, Statistics, Country, ISO3
-18.912, 1915, Mar Average, Russia, RUS
-7.3903, 1915, Apr Average, Russia, RUS
3.71808, 1915, May Average, Russia, RUS
11.2225, 1915, Jun Average, Russia, RUS
15.3439, 1915, Jul Average, Russia, RUS
11.2981, 1915, Aug Average, Russia, RUS
4.73446, 1915, Sep Average, Russia, RUS
-7.8611, 1915, Oct Average, Russia, RUS
-18.638, 1915, Nov Average, Russia, RUS
-28.307, 1915, Dec Average, Russia, RUS
-26.244, 1916, Jan Average, Russia, RUS
-24.324, 1916, Feb Average, Russia, RUS
-19.13, 1916, Mar Average, Russia, RUS
-8.6432, 1916, Apr Average, Russia, RUS
0.77057, 1916, May Average, Russia, RUS
10.0072, 1916, Jun Average, Russia, RUS
14.2887, 1916, Jul Average, Russia, RUS
11.7417, 1916, Aug Average, Russia, RUS
5.01664, 1916, Sep Average, Russia, RUS
-4.157, 1916, Oct Average, Russia, RUS
-17.961, 1916, Nov Average, Russia, RUS
-29.331, 1916, Dec Average, Russia, RUS
-28.089, 1917, Jan Average, Russia, RUS
-26.144, 1917, Feb Average, Russia, RUS
-19.005, 1917, Mar Average, Russia, RUS
-6.478, 1917, Apr Average, Russia, RUS
3.2954, 1917, May Average, Russia, RUS
11.1145, 1917, Jun Average, Russia, RUS
14.7494, 1917, Jul Average, Russia, RUS
11.4602, 1917, Aug Average, Russia, RUS
5.79499, 1917, Sep Average, Russia, RUS
-5.5357, 1917, Oct Average, Russia, RUS
-17.898, 1917, Nov Average, Russia, RUS
-24.032, 1917, Dec Average, Russia, RUS
-26.173, 1918, Jan Average, Russia, RUS
-24.866, 1918, Feb Average, Russia, RUS
-16.973, 1918, Mar Average, Russia, RUS
-7.1048, 1918, Apr Average, Russia, RUS
0.7436, 1918, May Average, Russia, RUS
10.581, 1918, Jun Average, Russia, RUS
14.1221, 1918, Jul Average, Russia, RUS
11.6131, 1918, Aug Average, Russia, RUS
5.75956, 1918, Sep Average, Russia, RUS
-4.7116, 1918, Oct Average, Russia, RUS
-18.042, 1918, Nov Average, Russia, RUS
-28.038, 1918, Dec Average, Russia, RUS
-31.113, 1919, Jan Average, Russia, RUS
-28.111, 1919, Feb Average, Russia, RUS
-19.514, 1919, Mar Average, Russia, RUS
-7.0034, 1919, Apr Average, Russia, RUS
1.35372, 1919, May Average, Russia, RUS
10.1065, 1919, Jun Average, Russia, RUS
14.4744, 1919, Jul Average, Russia, RUS
12.8052, 1919, Aug Average, Russia, RUS
6.69777, 1919, Sep Average, Russia, RUS
-3.0504, 1919, Oct Average, Russia, RUS
-19.456, 1919, Nov Average, Russia, RUS
-25.107, 1919, Dec Average, Russia, RUS
-25.292, 1920, Jan Average, Russia, RUS
-24.713, 1920, Feb Average, Russia, RUS
-14.198, 1920, Mar Average, Russia, RUS
-4.7259, 1920, Apr Average, Russia, RUS
3.87625, 1920, May Average, Russia, RUS
10.9553, 1920, Jun Average, Russia, RUS
14.7148, 1920, Jul Average, Russia, RUS
12.9938, 1920, Aug Average, Russia, RUS
4.87241, 1920, Sep Average, Russia, RUS
-7.445, 1920, Oct Average, Russia, RUS
-19.443, 1920, Nov Average, Russia, RUS
-27.34, 1920, Dec Average, Russia, RUS
-25.019, 1921, Jan Average, Russia, RUS
-23.225, 1921, Feb Average, Russia, RUS
-16.561, 1921, Mar Average, Russia, RUS
-7.0524, 1921, Apr Average, Russia, RUS
2.26186, 1921, May Average, Russia, RUS
12.038, 1921, Jun Average, Russia, RUS
15.0972, 1921, Jul Average, Russia, RUS
12.1888, 1921, Aug Average, Russia, RUS
5.63406, 1921, Sep Average, Russia, RUS
-5.0807, 1921, Oct Average, Russia, RUS
-16.021, 1921, Nov Average, Russia, RUS
-27.033, 1921, Dec Average, Russia, RUS
-29.126, 1922, Jan Average, Russia, RUS
-28.428, 1922, Feb Average, Russia, RUS
-16.344, 1922, Mar Average, Russia, RUS
-7.768, 1922, Apr Average, Russia, RUS
2.74328, 1922, May Average, Russia, RUS
11.6733, 1922, Jun Average, Russia, RUS
15.1876, 1922, Jul Average, Russia, RUS
11.7301, 1922, Aug Average, Russia, RUS
4.90899, 1922, Sep Average, Russia, RUS
-6.1471, 1922, Oct Average, Russia, RUS
-18.395, 1922, Nov Average, Russia, RUS
-22.755, 1922, Dec Average, Russia, RUS
-26.996, 1923, Jan Average, Russia, RUS
-25.914, 1923, Feb Average, Russia, RUS
-17.074, 1923, Mar Average, Russia, RUS
-8.9282, 1923, Apr Average, Russia, RUS
1.38862, 1923, May Average, Russia, RUS
11.0038, 1923, Jun Average, Russia, RUS
14.4958, 1923, Jul Average, Russia, RUS
12.6688, 1923, Aug Average, Russia, RUS
6.35181, 1923, Sep Average, Russia, RUS
-3.9959, 1923, Oct Average, Russia, RUS
-17.539, 1923, Nov Average, Russia, RUS
-23.717, 1923, Dec Average, Russia, RUS
-28.763, 1924, Jan Average, Russia, RUS
-25.596, 1924, Feb Average, Russia, RUS
-17.485, 1924, Mar Average, Russia, RUS
-8.1367, 1924, Apr Average, Russia, RUS
3.19533, 1924, May Average, Russia, RUS
10.1173, 1924, Jun Average, Russia, RUS
14.9534, 1924, Jul Average, Russia, RUS
12.3596, 1924, Aug Average, Russia, RUS
6.43601, 1924, Sep Average, Russia, RUS
-5.1017, 1924, Oct Average, Russia, RUS
-14.04, 1924, Nov Average, Russia, RUS
-22.596, 1924, Dec Average, Russia, RUS
-22.278, 1925, Jan Average, Russia, RUS
-24.673, 1925, Feb Average, Russia, RUS
-18.332, 1925, Mar Average, Russia, RUS
-7.4778, 1925, Apr Average, Russia, RUS
2.06668, 1925, May Average, Russia, RUS
9.87971, 1925, Jun Average, Russia, RUS
14.0798, 1925, Jul Average, Russia, RUS
12.1671, 1925, Aug Average, Russia, RUS
5.75828, 1925, Sep Average, Russia, RUS
-3.9094, 1925, Oct Average, Russia, RUS
-16.635, 1925, Nov Average, Russia, RUS
-24.276, 1925, Dec Average, Russia, RUS
-25.375, 1926, Jan Average, Russia, RUS
-25.91, 1926, Feb Average, Russia, RUS
-14.119, 1926, Mar Average, Russia, RUS
-7.2613, 1926, Apr Average, Russia, RUS
0.73991, 1926, May Average, Russia, RUS
10.2362, 1926, Jun Average, Russia, RUS
14.0734, 1926, Jul Average, Russia, RUS
12.5302, 1926, Aug Average, Russia, RUS
5.91471, 1926, Sep Average, Russia, RUS
-4.6658, 1926, Oct Average, Russia, RUS
-16.396, 1926, Nov Average, Russia, RUS
-25.395, 1926, Dec Average, Russia, RUS
-29.816, 1927, Jan Average, Russia, RUS
-24.283, 1927, Feb Average, Russia, RUS
-19.883, 1927, Mar Average, Russia, RUS
-7.0077, 1927, Apr Average, Russia, RUS
3.87112, 1927, May Average, Russia, RUS
11.5972, 1927, Jun Average, Russia, RUS
14.3151, 1927, Jul Average, Russia, RUS
12.1041, 1927, Aug Average, Russia, RUS
6.84854, 1927, Sep Average, Russia, RUS
-3.8998, 1927, Oct Average, Russia, RUS
-16.341, 1927, Nov Average, Russia, RUS
-25.932, 1927, Dec Average, Russia, RUS
-27.083, 1928, Jan Average, Russia, RUS
-24.64, 1928, Feb Average, Russia, RUS
-18.867, 1928, Mar Average, Russia, RUS
-7.5899, 1928, Apr Average, Russia, RUS
1.86798, 1928, May Average, Russia, RUS
10.397, 1928, Jun Average, Russia, RUS
14.5329, 1928, Jul Average, Russia, RUS
12.8083, 1928, Aug Average, Russia, RUS
5.59684, 1928, Sep Average, Russia, RUS
-4.6182, 1928, Oct Average, Russia, RUS
-18.019, 1928, Nov Average, Russia, RUS
-24.315, 1928, Dec Average, Russia, RUS
-29.299, 1929, Jan Average, Russia, RUS
-27.453, 1929, Feb Average, Russia, RUS
-18.202, 1929, Mar Average, Russia, RUS
-8.1515, 1929, Apr Average, Russia, RUS
2.32214, 1929, May Average, Russia, RUS
10.4663, 1929, Jun Average, Russia, RUS
14.5928, 1929, Jul Average, Russia, RUS
12.1262, 1929, Aug Average, Russia, RUS
4.89236, 1929, Sep Average, Russia, RUS
-3.8009, 1929, Oct Average, Russia, RUS
-16.588, 1929, Nov Average, Russia, RUS
-27.416, 1929, Dec Average, Russia, RUS
-23.655, 1930, Jan Average, Russia, RUS
-27.199, 1930, Feb Average, Russia, RUS
-16.241, 1930, Mar Average, Russia, RUS
-8.4738, 1930, Apr Average, Russia, RUS
1.99412, 1930, May Average, Russia, RUS
10.7178, 1930, Jun Average, Russia, RUS
14.5224, 1930, Jul Average, Russia, RUS
12.6372, 1930, Aug Average, Russia, RUS
5.00497, 1930, Sep Average, Russia, RUS
-5.1543, 1930, Oct Average, Russia, RUS
-15.166, 1930, Nov Average, Russia, RUS
-26.55, 1930, Dec Average, Russia, RUS
-30.755, 1931, Jan Average, Russia, RUS
-27.86, 1931, Feb Average, Russia, RUS
-17.259, 1931, Mar Average, Russia, RUS
-8.9621, 1931, Apr Average, Russia, RUS
2.21678, 1931, May Average, Russia, RUS
11.2037, 1931, Jun Average, Russia, RUS
15.2058, 1931, Jul Average, Russia, RUS
12.8302, 1931, Aug Average, Russia, RUS
6.48058, 1931, Sep Average, Russia, RUS
-2.7747, 1931, Oct Average, Russia, RUS
-16.599, 1931, Nov Average, Russia, RUS
-23.563, 1931, Dec Average, Russia, RUS
-23.225, 1932, Jan Average, Russia, RUS
-24.387, 1932, Feb Average, Russia, RUS
-17.662, 1932, Mar Average, Russia, RUS
-5.6523, 1932, Apr Average, Russia, RUS
2.15395, 1932, May Average, Russia, RUS
10.7417, 1932, Jun Average, Russia, RUS
15.4639, 1932, Jul Average, Russia, RUS
12.7827, 1932, Aug Average, Russia, RUS
7.24783, 1932, Sep Average, Russia, RUS
-3.1965, 1932, Oct Average, Russia, RUS
-18.32, 1932, Nov Average, Russia, RUS
-23.861, 1932, Dec Average, Russia, RUS
-28.24, 1933, Jan Average, Russia, RUS
-27.44, 1933, Feb Average, Russia, RUS
-19.463, 1933, Mar Average, Russia, RUS
-7.3197, 1933, Apr Average, Russia, RUS
0.9871, 1933, May Average, Russia, RUS
9.9361, 1933, Jun Average, Russia, RUS
14.7243, 1933, Jul Average, Russia, RUS
12.1466, 1933, Aug Average, Russia, RUS
4.86825, 1933, Sep Average, Russia, RUS
-3.7626, 1933, Oct Average, Russia, RUS
-17.631, 1933, Nov Average, Russia, RUS
-25.145, 1933, Dec Average, Russia, RUS
-24.411, 1934, Jan Average, Russia, RUS
-19.355, 1934, Feb Average, Russia, RUS
-17.583, 1934, Mar Average, Russia, RUS
-8.4827, 1934, Apr Average, Russia, RUS
3.78032, 1934, May Average, Russia, RUS
10.8663, 1934, Jun Average, Russia, RUS
14.5029, 1934, Jul Average, Russia, RUS
12.0833, 1934, Aug Average, Russia, RUS
4.74029, 1934, Sep Average, Russia, RUS
-3.8447, 1934, Oct Average, Russia, RUS
-15.4, 1934, Nov Average, Russia, RUS
-23.964, 1934, Dec Average, Russia, RUS
-26.905, 1935, Jan Average, Russia, RUS
-20.18, 1935, Feb Average, Russia, RUS
-17.628, 1935, Mar Average, Russia, RUS
-8.3084, 1935, Apr Average, Russia, RUS
2.59402, 1935, May Average, Russia, RUS
10.8621, 1935, Jun Average, Russia, RUS
14.6958, 1935, Jul Average, Russia, RUS
12.2793, 1935, Aug Average, Russia, RUS
6.04634, 1935, Sep Average, Russia, RUS
-5.142, 1935, Oct Average, Russia, RUS
-18.652, 1935, Nov Average, Russia, RUS
-24.48, 1935, Dec Average, Russia, RUS
-28.38, 1936, Jan Average, Russia, RUS
-25.465, 1936, Feb Average, Russia, RUS
-18.652, 1936, Mar Average, Russia, RUS
-6.274, 1936, Apr Average, Russia, RUS
2.73383, 1936, May Average, Russia, RUS
10.9598, 1936, Jun Average, Russia, RUS
15.6833, 1936, Jul Average, Russia, RUS
12.4072, 1936, Aug Average, Russia, RUS
6.43571, 1936, Sep Average, Russia, RUS
-4.3497, 1936, Oct Average, Russia, RUS
-16.691, 1936, Nov Average, Russia, RUS
-21.168, 1936, Dec Average, Russia, RUS
-24.313, 1937, Jan Average, Russia, RUS
-22.679, 1937, Feb Average, Russia, RUS
-20.167, 1937, Mar Average, Russia, RUS
-7.8451, 1937, Apr Average, Russia, RUS
2.75181, 1937, May Average, Russia, RUS
11.5713, 1937, Jun Average, Russia, RUS
14.6155, 1937, Jul Average, Russia, RUS
11.5885, 1937, Aug Average, Russia, RUS
6.21825, 1937, Sep Average, Russia, RUS
-3.8395, 1937, Oct Average, Russia, RUS
-16.52, 1937, Nov Average, Russia, RUS
-24.993, 1937, Dec Average, Russia, RUS
-25.464, 1938, Jan Average, Russia, RUS
-23.209, 1938, Feb Average, Russia, RUS
-15.649, 1938, Mar Average, Russia, RUS
-4.1981, 1938, Apr Average, Russia, RUS
3.04945, 1938, May Average, Russia, RUS
11.1887, 1938, Jun Average, Russia, RUS
15.1174, 1938, Jul Average, Russia, RUS
12.8638, 1938, Aug Average, Russia, RUS
6.53541, 1938, Sep Average, Russia, RUS
-5.5481, 1938, Oct Average, Russia, RUS
-14.47, 1938, Nov Average, Russia, RUS
-26.944, 1938, Dec Average, Russia, RUS
-28.837, 1939, Jan Average, Russia, RUS
-21.417, 1939, Feb Average, Russia, RUS
-16.336, 1939, Mar Average, Russia, RUS
-6.3774, 1939, Apr Average, Russia, RUS
2.34008, 1939, May Average, Russia, RUS
11.9677, 1939, Jun Average, Russia, RUS
14.2522, 1939, Jul Average, Russia, RUS
12.1885, 1939, Aug Average, Russia, RUS
5.40003, 1939, Sep Average, Russia, RUS
-5.2949, 1939, Oct Average, Russia, RUS
-16.481, 1939, Nov Average, Russia, RUS
-21.007, 1939, Dec Average, Russia, RUS
-30.06, 1940, Jan Average, Russia, RUS
-24.291, 1940, Feb Average, Russia, RUS
-16.929, 1940, Mar Average, Russia, RUS
-5.648, 1940, Apr Average, Russia, RUS
2.26018, 1940, May Average, Russia, RUS
11.2759, 1940, Jun Average, Russia, RUS
14.7936, 1940, Jul Average, Russia, RUS
12.6555, 1940, Aug Average, Russia, RUS
5.64161, 1940, Sep Average, Russia, RUS
-7.2441, 1940, Oct Average, Russia, RUS
-16.932, 1940, Nov Average, Russia, RUS
-25.988, 1940, Dec Average, Russia, RUS
-29.312, 1941, Jan Average, Russia, RUS
-27.025, 1941, Feb Average, Russia, RUS
-20.294, 1941, Mar Average, Russia, RUS
-9.0714, 1941, Apr Average, Russia, RUS
2.2444, 1941, May Average, Russia, RUS
11.1534, 1941, Jun Average, Russia, RUS
14.9649, 1941, Jul Average, Russia, RUS
12.4843, 1941, Aug Average, Russia, RUS
5.62259, 1941, Sep Average, Russia, RUS
-4.3622, 1941, Oct Average, Russia, RUS
-19.197, 1941, Nov Average, Russia, RUS
-27.785, 1941, Dec Average, Russia, RUS
-26.057, 1942, Jan Average, Russia, RUS
-25.571, 1942, Feb Average, Russia, RUS
-21.579, 1942, Mar Average, Russia, RUS
-8.3606, 1942, Apr Average, Russia, RUS
2.32677, 1942, May Average, Russia, RUS
11.0448, 1942, Jun Average, Russia, RUS
14.769, 1942, Jul Average, Russia, RUS
11.5881, 1942, Aug Average, Russia, RUS
5.99703, 1942, Sep Average, Russia, RUS
-5.4303, 1942, Oct Average, Russia, RUS
-17.187, 1942, Nov Average, Russia, RUS
-21.479, 1942, Dec Average, Russia, RUS
-27.204, 1943, Jan Average, Russia, RUS
-21.87, 1943, Feb Average, Russia, RUS
-14.584, 1943, Mar Average, Russia, RUS
-3.3534, 1943, Apr Average, Russia, RUS
5.28165, 1943, May Average, Russia, RUS
11.2919, 1943, Jun Average, Russia, RUS
14.5964, 1943, Jul Average, Russia, RUS
12.3886, 1943, Aug Average, Russia, RUS
6.48948, 1943, Sep Average, Russia, RUS
-3.3688, 1943, Oct Average, Russia, RUS
-17.098, 1943, Nov Average, Russia, RUS
-24.145, 1943, Dec Average, Russia, RUS
-24.081, 1944, Jan Average, Russia, RUS
-22.412, 1944, Feb Average, Russia, RUS
-15.168, 1944, Mar Average, Russia, RUS
-6.6398, 1944, Apr Average, Russia, RUS
3.29898, 1944, May Average, Russia, RUS
10.4734, 1944, Jun Average, Russia, RUS
14.1317, 1944, Jul Average, Russia, RUS
11.9942, 1944, Aug Average, Russia, RUS
7.15234, 1944, Sep Average, Russia, RUS
-4.0847, 1944, Oct Average, Russia, RUS
-17.992, 1944, Nov Average, Russia, RUS
-23.531, 1944, Dec Average, Russia, RUS
-27.429, 1945, Jan Average, Russia, RUS
-25.647, 1945, Feb Average, Russia, RUS
-19.386, 1945, Mar Average, Russia, RUS
-4.8809, 1945, Apr Average, Russia, RUS
3.51026, 1945, May Average, Russia, RUS
11.4864, 1945, Jun Average, Russia, RUS
14.3202, 1945, Jul Average, Russia, RUS
13.0138, 1945, Aug Average, Russia, RUS
6.26104, 1945, Sep Average, Russia, RUS
-3.609, 1945, Oct Average, Russia, RUS
-17.268, 1945, Nov Average, Russia, RUS
-27.282, 1945, Dec Average, Russia, RUS
-26.809, 1946, Jan Average, Russia, RUS
-25.418, 1946, Feb Average, Russia, RUS
-19.142, 1946, Mar Average, Russia, RUS
-6.2802, 1946, Apr Average, Russia, RUS
1.88781, 1946, May Average, Russia, RUS
10.238, 1946, Jun Average, Russia, RUS
14.8736, 1946, Jul Average, Russia, RUS
12.192, 1946, Aug Average, Russia, RUS
4.2222, 1946, Sep Average, Russia, RUS
-5.7075, 1946, Oct Average, Russia, RUS
-17.605, 1946, Nov Average, Russia, RUS
-26.839, 1946, Dec Average, Russia, RUS
-28.996, 1947, Jan Average, Russia, RUS
-26.001, 1947, Feb Average, Russia, RUS
-17.13, 1947, Mar Average, Russia, RUS
-5.1303, 1947, Apr Average, Russia, RUS
2.92839, 1947, May Average, Russia, RUS
10.9849, 1947, Jun Average, Russia, RUS
13.9508, 1947, Jul Average, Russia, RUS
11.6614, 1947, Aug Average, Russia, RUS
5.97605, 1947, Sep Average, Russia, RUS
-1.7655, 1947, Oct Average, Russia, RUS
-17.706, 1947, Nov Average, Russia, RUS
-25.61, 1947, Dec Average, Russia, RUS
-25.098, 1948, Jan Average, Russia, RUS
-23.927, 1948, Feb Average, Russia, RUS
-16.132, 1948, Mar Average, Russia, RUS
-5.5329, 1948, Apr Average, Russia, RUS
4.12759, 1948, May Average, Russia, RUS
11.5065, 1948, Jun Average, Russia, RUS
14.581, 1948, Jul Average, Russia, RUS
12.2146, 1948, Aug Average, Russia, RUS
6.07301, 1948, Sep Average, Russia, RUS
-3.3383, 1948, Oct Average, Russia, RUS
-14.944, 1948, Nov Average, Russia, RUS
-24.868, 1948, Dec Average, Russia, RUS
-22.675, 1949, Jan Average, Russia, RUS
-23.822, 1949, Feb Average, Russia, RUS
-17.094, 1949, Mar Average, Russia, RUS
-5.5532, 1949, Apr Average, Russia, RUS
3.18849, 1949, May Average, Russia, RUS
10.2342, 1949, Jun Average, Russia, RUS
13.6167, 1949, Jul Average, Russia, RUS
12.2871, 1949, Aug Average, Russia, RUS
5.57333, 1949, Sep Average, Russia, RUS
-3.335, 1949, Oct Average, Russia, RUS
-19.329, 1949, Nov Average, Russia, RUS
-25.112, 1949, Dec Average, Russia, RUS
-28.673, 1950, Jan Average, Russia, RUS
-24.168, 1950, Feb Average, Russia, RUS
-16.986, 1950, Mar Average, Russia, RUS
-6.6985, 1950, Apr Average, Russia, RUS
2.32999, 1950, May Average, Russia, RUS
10.8125, 1950, Jun Average, Russia, RUS
13.6387, 1950, Jul Average, Russia, RUS
11.4873, 1950, Aug Average, Russia, RUS
5.49442, 1950, Sep Average, Russia, RUS
-4.7015, 1950, Oct Average, Russia, RUS
-19.186, 1950, Nov Average, Russia, RUS
-24.285, 1950, Dec Average, Russia, RUS
-28.688, 1951, Jan Average, Russia, RUS
-28.546, 1951, Feb Average, Russia, RUS
-17.685, 1951, Mar Average, Russia, RUS
-5.5839, 1951, Apr Average, Russia, RUS
2.58313, 1951, May Average, Russia, RUS
10.4133, 1951, Jun Average, Russia, RUS
14.3711, 1951, Jul Average, Russia, RUS
